#!signoff-version 1
# Curator sign-off. ONE LINE PER SIGNED RECORD. Nothing is signed today.
#
# WHAT A LINE HERE MEANS
#   A named human read the record named in column 1, checked its sequence
#   against the accession its provenance cites, and wrote or checked its
#   description from the primary source. That is ReviewStatus::Reviewed's own
#   definition (crates/pl-features/src/lib.rs). 'verified' means the same plus
#   confirmation in a real construct.
#
# WHAT content_sha256 IS, AND WHAT IT IS NOT
#   It is the digest of the row's semantic content -- Db::content_digest over
#   SIGNED_COLUMNS plus the record's provenance -- taken when it was signed. Its
#   job is STALE-APPROVAL DETECTION: if the sequence, the description, the
#   notes, the cited accession or the licence change afterwards, the digest
#   stops matching and the approval lapses automatically.
#
#   It is NOT authentication. The build computes the same digest from the same
#   content, so nothing about the hash stops a machine writing a valid-looking
#   line. Three things do, in descending strength:
#     1. The build never writes this file. It only reads it, and CI proves that
#        by running the build and requiring `git diff --exit-code` here.
#     2. build.py's coerce_row() refuses any stage that emits a review_status or
#        a curator, so a signature cannot be smuggled in from the other side.
#     3. Attribution is the git commit. Without code-signing certificates the
#        strongest claim available is "a human committed this line and git says
#        who". A detached signature (SIGNOFF.tsv.asc) can be added later and CI
#        will verify it when present; today the assertion rests on the commit
#        history and not on cryptography, and saying otherwise would be the same
#        species of overclaim this project exists to avoid.
#
# THE INVARIANT
#   A missing, blank, malformed, stale or unreadable sign-off can only ever
#   REMOVE trust, never add it. Every failure path resolves to 'proposed'.
#
# HOW TO SIGN
#   1. Read the row. Actually read it, and there is a command for that:
#        python features/build/build.py --show PLF:3000
#      It prints every column the signature covers, unescaped, plus the record's
#      provenance quads and the resulting digest -- i.e. the hash's own input,
#      rendered. Signing a digest nobody has read is not an attestation.
#   2. Take the 64 hex characters from that output, or run --print-digests for
#      the whole table at once.
#   3. Add one line below: the record id, 'reviewed' or 'verified', your name,
#      today's date, that 64-character digest, and a note saying what you
#      checked.
#   4. Rebuild. `check_signoff.py` and the Rust loader both recompute the digest
#      and will refuse it if it does not match.
#
#   --show and --print-digests WRITE NOTHING. They used to: both ran the whole
#   build and then its writer, and --out defaults to the source tree, so
#   "print me the digests so I can sign" silently republished features.tsv and
#   provenance.tsv underneath the curator. Both now return before the writer.
#
# HOW TO RE-SIGN
#   Replace the line; do not accumulate. Git already holds the history, and a
#   file that grows a line per re-signature stops being reviewable, which is the
#   only reason it is a TSV.
#
# ORDER OF WORK, learned the hard way and worth stating: change prose FIRST,
# then sign. `description` and `notes` are inside the digest, so rewriting them
# after signing lapses the signature and someone will be tempted to "fix" that
# by loosening the digest.
record_id	review_status	curator	signed_date	content_sha256	note
PLF:3010	reviewed	Lior Lobel	2026-07-28	abfb7e73c7fc39be2a530130c0749d84bb4afec4e225a9d4c996756505e1cdac	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3011	reviewed	Lior Lobel	2026-07-28	5795afca99fc9ecc856f0abaeb09487f3551e42fe829102fb61399b0b18a9c20	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3012	reviewed	Lior Lobel	2026-07-28	c1c69ea1cd6563dfe3e1e143eca8befbf086b0d0a3dccc70a4bfd6b8ec8759f2	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3013	reviewed	Lior Lobel	2026-07-28	d3701acc9a2258785acb4119959cdfcaa0b7c32ebc0bfcc778e3405b27d9cda7	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3014	reviewed	Lior Lobel	2026-07-28	3427ab5eeb95b5cbd0dda203af2c800c648c9861a1a8208fd44d7f4acc69fff3	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3017	reviewed	Lior Lobel	2026-07-28	47fb0a7d59c35b7e37956ca896bd63fca64fea91ac886ccfc99f62a1bc0ebec7	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3021	reviewed	Lior Lobel	2026-07-28	f0a3b9ea651da3e8aac0fb877ece2e541de0dbca94d86c94e28bcf51394cd77c	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3022	reviewed	Lior Lobel	2026-07-28	ea48ca5f2d296b1b7686724778d2535b6b8e2784a61179e23c28cd78bf0ac76a	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3023	reviewed	Lior Lobel	2026-07-28	e2bfd30b6ba42079a55cd39a03d6f02d3b9fcaf03716293221f4fda76df59d31	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3024	reviewed	Lior Lobel	2026-07-28	fbf829369303773ff53862cf499fd9325aa67a934e56294107d338c0d0d497f8	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3025	reviewed	Lior Lobel	2026-07-28	f9b1003ac74639a1baaa3058af3c1bb471e0a9a0e3d56234d323729a4639e9a6	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3026	reviewed	Lior Lobel	2026-07-28	f370024bcfdbeffc05f806fbe6ee4cd0aad17467cad925c24156381ebb7bca71	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
PLF:3027	reviewed	Lior Lobel	2026-07-28	c87de341d58f251a270f413cb9cad24c275113c7b28769aa2b50f1c3a74aeca1	PI bulk approval of the v0.1 build. Basis: the build's own checks (translation exact against source; byte-identity to the cached NCBI records) plus an independent re-derivation using a codon table written outside the builder. NOT a per-row manual read of each cited accession.
